41|20140511|holiday|AM|2|8|10|215|142|152|1|84|8.9999999999999997E-2|2014-05-11 00:00:00
42|20140511|holiday|PM1|2|10|12|382|246|278|3|69|4.0000000000000001E-2|2014-05-11 00:00:00
43|20140511|holiday|PM2|4|14|18|593|408|436|2|61|0.10000000000000001|2014-05-11 00:00:00
44|20140511|holiday|midnight|2|6|8|352|235|250|2|70|5.9999999999999998E-2|2014-05-11 00:00:00
45|20140512|holiday|AM|2|7|9|209|154|144|1|85|0.13|2014-05-12 00:00:00
46|20140512|holiday|PM1|3|10|13|617|409|393|1|86|0.20000000000000001|2014-05-12 00:00:00
47|20140512|holiday|PM2|3|11|14|462|340|336|2|71|5.9999999999999998E-2|2014-05-12 00:00:00
48|20140512|holiday|midnight|0|3|3|137|109|84|3|120|0.10000000000000001|2014-05-12 00:00:00
49|20140513|weekday|AM|2|8|10|391|269|296|1|104|0.11|2014-05-13 00:00:00
50|20140513|weekday|PM1|2|10|12|445|338|274|1|80|8.9999999999999997E-2|2014-05-13 00:00:00
51|20140513|weekday|PM2|3|14|17|648|513|487|1|78|5.0000000000000003E-2|2014-05-13 00:00:00
52|20140513|weekday|midnight|0|4|4|113|74|83|2|74|7.0000000000000007E-2|2014-05-13 00:00:00
53|20140514|weekday|AM|2|7|9|310|203|221|0|75|5.0000000000000003E-2|2014-05-14 00:00:00
54|20140514|weekday|PM1|3|9|12|275|209|195|2|93|0.12|2014-05-14 00:00:00
55|20140514|weekday|PM2|3|10|13|352|291|242|0|78|5.9999999999999998E-2|2014-05-14 00:00:00
56|20140514|weekday|midnight|1|3|4|72|58|50|2|93|8.0000000000000002E-2|2014-05-14 00:00:00
57|20140515|weekday|AM|2|8|10|266|167|179|2|92|0.10000000000000001|2014-05-15 00:00:00
58|20140515|weekday|PM1|2|10|12|499|381|376|1|69|5.9999999999999998E-2|2014-05-15 00:00:00
59|20140515|weekday|PM2|3|11|14|413|246|294|2|87|0.11|2014-05-15 00:00:00
60|20140515|weekday|midnight|0|3|3|158|106|116|2|61|5.0000000000000003E-2|2014-05-15 00:00:00
61|20140516|weekday|AM|2|8|10|365|226|233|2|75|0.14000000000000001|2014-05-16 00:00:00
62|20140516|weekday|PM1|2|10|12|428|411|303|1|92|8.9999999999999997E-2|2014-05-16 00:00:00
63|20140516|weekday|PM2|3|11|14|544|258|393|2|86|0.12|2014-05-16 00:00:00
64|20140516|weekday|midnight|1|3|4|129|105|76|2|97|0.19|2014-05-16 00:00:00
65|20140517|weekday|AM|2|8|10|468|334|292|1|87|0.17000000000000001|2014-05-17 00:00:00
66|20140517|weekday|PM1|2|10|12|451|215|321|1|77|5.9999999999999998E-2|2014-05-17 00:00:00
67|20140517|weekday|PM2|3|12|15|481|346|400|1|69|5.0000000000000003E-2|2014-05-17 00:00:00
68|20140517|weekday|midnight|0|4|4|141|81|96|1|49|4.0000000000000001E-2|2014-05-17 00:00:00
69|20140518|holiday|AM|2|8|10|430|303|298|1|74|5.0000000000000003E-2|2014-05-18 00:00:00
70|20140518|holiday|PM1|3|10|13|425|328|290|1|82|0.12|2014-05-18 00:00:00
71|20140518|holiday|PM2|4|11|15|578|375|373|1|56|8.0000000000000002E-2|2014-05-18 00:00:00
72|20140518|holiday|midnight|1|7|8|368|252|253|1|90|5.0000000000000003E-2|2014-05-18 00:00:00
73|20140519|holiday|AM|1|8|9|268|171|196|2|81|0.11|2014-05-19 00:00:00
74|20140519|holiday|PM1|3|9|12|372|183|268|2|89|0.10000000000000001|2014-05-19 00:00:00
75|20140519|holiday|PM2|3|10|13|550|367|344|1|91|0.13|2014-05-19 00:00:00
76|20140519|holiday|midnight|0|4|4|129|86|83|3|68|0.12|2014-05-19 00:00:00
77|20140520|weekday|AM|2|7|9|281|224|225|1|78|4.0000000000000001E-2|2014-05-20 00:00:00
78|20140520|weekday|PM1|3|10|13|396|305|267|1|69|8.9999999999999997E-2|2014-05-20 00:00:00
79|20140520|weekday|PM2|4|12|16|663|440|482|1|72|7.0000000000000007E-2|2014-05-20 00:00:00
80|20140520|weekday|midnight|1|4|5|228|192|158|1|67|8.0000000000000002E-2|2014-05-20 00:00:00
81|20140521|weekday|AM|2|7|9|297|178|193|1|44|5.0000000000000003E-2|2014-05-21 00:00:00
82|20140521|weekday|PM1|2|10|12|511|372|330|1|81|0.13|2014-05-21 00:00:00
83|20140521|weekday|PM2|3|11|14|499|431|343|1|50|8.9999999999999997E-2|2014-05-21 00:00:00
84|20140521|weekday|midnight|0|4|4|168|122|118|1|88|7.0000000000000007E-2|2014-05-21 00:00:00
85|20140522|weekday|AM|2|8|10|333|276|224|1|64|8.0000000000000002E-2|2014-05-22 00:00:00
86|20140522|weekday|PM1|3|9|12|380|244|284|1|81|8.0000000000000002E-2|2014-05-22 00:00:00
87|20140522|weekday|PM2|3|11|14|497|332|312|0|92|0.20000000000000001|2014-05-22 00:00:00
88|20140522|weekday|midnight|1|4|5|174|128|112|3|67|0.12|2014-05-22 00:00:00
89|20140523|holiday|AM|2|7|10|429|312|278|1|83|0.10000000000000001|2014-05-23 00:00:00
90|20140523|holiday|PM1|3|10|13|417|281|320|0|103|0.10000000000000001|2014-05-23 00:00:00
91|20140523|holiday|PM2|3|11|14|699|456|539|1|57|7.0000000000000007E-2|2014-05-23 00:00:00
92|20140523|holiday|midnight|0|4|4|172|123|113|2|77|0.10000000000000001|2014-05-23 00:00:00
93|20140524|weekday|AM|2|7|9|294|228|225|1|62|5.9999999999999998E-2|2014-05-24 00:00:00
94|20140524|weekday|PM1|3|9|12|401|346|283|2|73|7.0000000000000007E-2|2014-05-24 00:00:00
95|20140524|weekday|PM2|3|10|13|669|383|470|2|81|5.9999999999999998E-2|2014-05-24 00:00:00
96|20140524|weekday|midnight|1|4|5|189|123|140|1|78|0.10000000000000001|2014-05-24 00:00:00
97|20140525|holiday|AM|2|7|9|269|241|199|2|82|0.10000000000000001|2014-05-25 00:00:00
98|20140525|holiday|PM1|3|10|13|541|345|380|1|68|0.14999999999999999|2014-05-25 00:00:00
99|20140525|holiday|PM2|4|11|15|374|274|254|1|88|8.9999999999999997E-2|2014-05-25 00:00:00
100|20140525|holiday|midnight|1|7|9|320|235|185|1|102|0.20999999999999999|2014-05-25 00:00:00
101|20140526|holiday|AM|2|8|10|278|180|194|2|62|7.0000000000000007E-2|2014-05-26 00:00:00
102|20140526|holiday|PM1|3|10|13|398|222|284|1|84|0.12|2014-05-26 00:00:00
103|20140526|holiday|PM2|3|11|14|487|352|353|2|60|5.9999999999999998E-2|2014-05-26 00:00:00
104|20140526|holiday|midnight|1|4|5|239|183|158|1|92|0.14000000000000001|2014-05-26 00:00:00
105|20140527|weekday|AM|2|7|9|317|169|250|1|73|4.0000000000000001E-2|2014-05-27 00:00:00
106|20140527|weekday|PM1|3|10|13|284|284|198|1|85|8.0000000000000002E-2|2014-05-27 00:00:00
107|20140527|weekday|PM2|4|11|15|557|467|387|1|58|8.9999999999999997E-2|2014-05-27 00:00:00
108|20140527|weekday|midnight|1|4|15|232|147|197|1|90|4.0000000000000001E-2|2014-05-27 00:00:00
109|20140528|weekday|AM|1|8|9|321|279|239|1|76|8.9999999999999997E-2|2014-05-28 00:00:00
110|20140528|weekday|PM1|3|9|12|428|207|277|1|78|8.0000000000000002E-2|2014-05-28 00:00:00
111|20140528|weekday|PM2|3|12|15|580|407|435|1|96|7.0000000000000007E-2|2014-05-28 00:00:00
112|20140528|weekday|midnight|0|4|44|130|101|97|1|94|0.10000000000000001|2014-05-28 00:00:00
113|20140529|weekday|AM|2|7|9|232|122|149|2|93|0.16|2014-05-29 00:00:00
114|20140529|weekday|PM1|3|10|13|525|419|352|1|110|0.17000000000000001|2014-05-29 00:00:00
115|20140529|weekday|PM2|3|10|13|632|399|444|1|113|0.19|2014-05-29 00:00:00
116|20140529|weekday|midnight|1|4|5|231|137|161|2|52|8.0000000000000002E-2|2014-05-29 00:00:00
117|20140530|weekday|AM|2|8|10|380|218|280|2|79|5.0000000000000003E-2|2014-05-30 00:00:00
118|20140530|weekday|PM1|3|10|16|461|391|375|0|79|8.0000000000000002E-2|2014-05-30 00:00:00
119|20140530|weekday|PM2|3|12|15|403|221|243|2|87|0.17000000000000001|2014-05-30 00:00:00
120|20140530|weekday|midnight|1|4|0|193|115|125|0|89|0.17999999999999999|2014-05-30 00:00:00
