92|290|20120928|2012|3|110000|2012-09-28 00:00:00
93|291|20120928|2012|3|1279000|2012-09-28 00:00:00
94|292|20120928|2012|3|404000|2012-09-28 00:00:00
95|293|20120928|2012|3|304000|2012-09-28 00:00:00
96|272|20121228|2012|4|263000|2012-12-28 00:00:00
97|281|20121228|2012|4|1575000|2012-12-28 00:00:00
98|282|20121228|2012|4|1525000|2012-12-28 00:00:00
99|283|20121228|2012|4|1171000|2012-12-28 00:00:00
100|284|20121228|2012|4|507000|2012-12-28 00:00:00
101|285|20121228|2012|4|950000|2012-12-28 00:00:00
102|286|20121228|2012|4|319000|2012-12-28 00:00:00
103|287|20121228|2012|4|935000|2012-12-28 00:00:00
104|288|20121228|2012|4|1051000|2012-12-28 00:00:00
105|289|20121228|2012|4|631000|2012-12-28 00:00:00
106|290|20121228|2012|4|184000|2012-12-28 00:00:00
107|291|20121228|2012|4|1506000|2012-12-28 00:00:00
108|292|20121228|2012|4|1262000|2012-12-28 00:00:00
109|293|20121228|2012|4|516000|2012-12-28 00:00:00
110|294|20121228|2012|4|132000|2012-12-28 00:00:00
111|295|20121228|2012|4|728000|2012-12-28 00:00:00
112|296|20121228|2012|4|478000|2012-12-28 00:00:00
113|272|20130330|2013|1|116000|2013-03-30 00:00:00
114|281|20130330|2013|1|1218000|2013-03-30 00:00:00
115|282|20130330|2013|1|1276000|2013-03-30 00:00:00
116|283|20130330|2013|1|971000|2013-03-30 00:00:00
117|284|20130330|2013|1|453000|2013-03-30 00:00:00
118|285|20130330|2013|1|675000|2013-03-30 00:00:00
119|286|20130330|2013|1|450000|2013-03-30 00:00:00
120|287|20130330|2013|1|684000|2013-03-30 00:00:00
121|288|20130330|2013|1|707000|2013-03-30 00:00:00
122|289|20130330|2013|1|372000|2013-03-30 00:00:00
123|290|20130330|2013|1|324000|2013-03-30 00:00:00
124|291|20130330|2013|1|1419000|2013-03-30 00:00:00
125|292|20130330|2013|1|1057000|2013-03-30 00:00:00
126|293|20130330|2013|1|380000|2013-03-30 00:00:00
127|294|20130330|2013|1|40000|2013-03-30 00:00:00
128|295|20130330|2013|1|566000|2013-03-30 00:00:00
129|296|20130330|2013|1|389000|2013-03-30 00:00:00
130|272|20130630|2013|2|84000|2013-06-30 00:00:00
131|281|20130630|2013|2|849000|2013-06-30 00:00:00
132|282|20130630|2013|2|894000|2013-06-30 00:00:00
133|283|20130630|2013|2|714000|2013-06-30 00:00:00
134|284|20130630|2013|2|280000|2013-06-30 00:00:00
135|285|20130630|2013|2|538000|2013-06-30 00:00:00
136|286|20130630|2013|2|343000|2013-06-30 00:00:00
137|287|20130630|2013|2|614000|2013-06-30 00:00:00
138|288|20130630|2013|2|569000|2013-06-30 00:00:00
139|289|20130630|2013|2|234000|2013-06-30 00:00:00
140|290|20130630|2013|2|116000|2013-06-30 00:00:00
141|291|20130630|2013|2|883000|2013-06-30 00:00:00
142|292|20130630|2013|2|707000|2013-06-30 00:00:00
143|293|20130630|2013|2|454000|2013-06-30 00:00:00
144|294|20130630|2013|2|7000|2013-06-30 00:00:00
145|295|20130630|2013|2|366000|2013-06-30 00:00:00
146|296|20130630|2013|2|399000|2013-06-30 00:00:00
147|272|20130929|2013|3|187000|2013-09-29 00:00:00
148|281|20130929|2013|3|869000|2013-09-29 00:00:00
149|282|20130929|2013|3|1124000|2013-09-29 00:00:00
150|283|20130929|2013|3|947000|2013-09-29 00:00:00
151|284|20130929|2013|3|390000|2013-09-29 00:00:00
152|285|20130929|2013|3|686000|2013-09-29 00:00:00
153|286|20130929|2013|3|390000|2013-09-29 00:00:00
154|287|20130929|2013|3|724000|2013-09-29 00:00:00
155|288|20130929|2013|3|830000|2013-09-29 00:00:00
156|289|20130929|2013|3|403000|2013-09-29 00:00:00
157|290|20130929|2013|3|1000|2013-09-29 00:00:00
158|291|20130929|2013|3|1329000|2013-09-29 00:00:00
159|292|20130929|2013|3|908000|2013-09-29 00:00:00
160|293|20130929|2013|3|497000|2013-09-29 00:00:00
161|294|20130929|2013|3|26000|2013-09-29 00:00:00
162|295|20130929|2013|3|627000|2013-09-29 00:00:00
163|296|20130929|2013|3|421000|2013-09-29 00:00:00
