row_id,rate_spread
276,2.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,2.0
285,4.0
286,1.0
287,3.0
288,1.0
289,6.0
290,1.0
291,1.0
292,2.0
293,2.0
294,2.0
295,3.0
296,8.0
297,1.0
298,2.0
299,1.0
300,1.0
301,1.0
302,6.0
303,2.0
304,2.0
305,1.0
306,1.0
307,2.0
308,1.0
309,7.0
310,5.0
311,1.0
312,3.0
313,4.0
314,2.0
315,1.0
316,2.0
317,2.0
318,1.0
319,1.0
320,1.0
321,2.0
322,1.0
323,1.0
324,6.0
325,1.0
326,1.0
327,2.0
328,2.0
329,1.0
330,4.0
331,8.0
332,2.0
333,1.0
334,4.0
335,3.0
336,1.0
337,2.0
338,1.0
339,1.0
340,1.0
341,4.0
342,1.0
343,1.0
344,2.0
345,2.0
346,2.0
347,1.0
348,6.0
349,1.0
350,1.0
351,1.0
352,2.0
353,3.0
354,7.0
355,1.0
356,1.0
357,1.0
358,1.0
359,2.0
360,1.0
361,1.0
362,1.0
363,2.0
364,1.0
365,2.0
366,1.0
367,2.0
368,1.0
369,1.0
370,2.0
371,1.0
372,1.0
373,1.0
374,1.0
375,2.0
376,1.0
377,1.0
378,1.0
379,1.0
380,1.0
381,1.0
382,2.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0
394,2.0
395,1.0
396,1.0
397,3.0
398,4.0
399,5.0
400,1.0
401,3.0
402,1.0
403,1.0
404,1.0
405,1.0
406,3.0
407,2.0
408,1.0
409,1.0
410,1.0
411,1.0
412,1.0
413,1.0
414,2.0
415,1.0
416,2.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,3.0
424,1.0
425,6.0
426,1.0
427,1.0
428,2.0
429,6.0
430,1.0
431,1.0
432,1.0
433,1.0
434,1.0
435,1.0
436,3.0
437,1.0
438,2.0
439,1.0
440,2.0
441,1.0
442,1.0
443,1.0
444,1.0
445,4.0
446,1.0
447,1.0
448,1.0
449,3.0
450,1.0
451,1.0
452,1.0
453,1.0
454,1.0
455,3.0
456,3.0
457,11.0
458,2.0
459,1.0
460,3.0
461,1.0
462,1.0
463,3.0
464,2.0
465,4.0
466,2.0
467,3.0
468,1.0
469,4.0
470,2.0
471,1.0
472,1.0
473,2.0
474,2.0
475,1.0
476,2.0
477,5.0
478,1.0
479,2.0
480,4.0
481,2.0
482,6.0
483,1.0
484,3.0
485,1.0
486,2.0
487,1.0
488,1.0
489,1.0
490,1.0
491,1.0
492,1.0
493,2.0
494,1.0
495,1.0
496,1.0
497,1.0
498,1.0
499,1.0
500,2.0
501,5.0
502,1.0
503,1.0
504,3.0
505,1.0
506,2.0
507,2.0
508,1.0
509,1.0
510,1.0
511,2.0
512,4.0
513,2.0
514,4.0
515,3.0
516,4.0
517,1.0
518,2.0
519,2.0
520,3.0
521,6.0
522,1.0
523,1.0
524,1.0
525,1.0
526,1.0
527,1.0
528,1.0
529,1.0
530,1.0
531,2.0
532,7.0
533,2.0
534,1.0
535,2.0
536,1.0
537,1.0
538,2.0
539,1.0
540,1.0
541,1.0
542,6.0
543,1.0
544,2.0
545,1.0
546,1.0
547,1.0
548,1.0
549,3.0
550,1.0
551,1.0
552,1.0
553,1.0
554,2.0
555,1.0
556,1.0
557,1.0
558,6.0
559,1.0
560,1.0
561,4.0
562,1.0
563,1.0
564,1.0
565,2.0
566,1.0
567,5.0
568,1.0
569,1.0
570,1.0
571,1.0
572,1.0
573,3.0
574,2.0
575,1.0
576,1.0
577,2.0
578,1.0
579,1.0
580,2.0
581,1.0
582,2.0
583,1.0
584,1.0
585,2.0
586,2.0
587,1.0
588,1.0
589,1.0
590,1.0
591,1.0
592,2.0
593,1.0
594,2.0
595,2.0
596,1.0
597,2.0
598,1.0
599,6.0
600,1.0
601,6.0
602,1.0
603,1.0
604,3.0
605,1.0
606,1.0
607,2.0
608,4.0
609,3.0
610,2.0
611,2.0
612,6.0
613,2.0
614,1.0
615,1.0
616,1.0
617,1.0
618,2.0
619,1.0
620,1.0
621,1.0
622,2.0
623,1.0
624,1.0
625,1.0
626,2.0
627,1.0
628,2.0
629,1.0
630,2.0
631,3.0
632,1.0
633,1.0
634,5.0
635,1.0
636,1.0
637,1.0
638,1.0
639,1.0
640,1.0
641,1.0
642,6.0
643,1.0
644,2.0
645,7.0
646,2.0
647,1.0
648,3.0
649,1.0
650,1.0
651,1.0
652,1.0
653,2.0
654,2.0
655,2.0
656,1.0
657,3.0
658,2.0
659,5.0
660,2.0
661,1.0
662,1.0
663,2.0
664,2.0
665,5.0
666,8.0
667,2.0
668,1.0
669,1.0
670,1.0
671,1.0
672,1.0
673,1.0
674,4.0
675,1.0
676,3.0
677,1.0
678,1.0
679,1.0
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0
685,1.0
686,1.0
687,3.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0
694,3.0
695,1.0
696,2.0
697,7.0
698,3.0
699,1.0
700,2.0
701,1.0
702,5.0
703,1.0
704,1.0
705,2.0
706,1.0
707,1.0
708,1.0
709,4.0
710,2.0
711,1.0
712,1.0
713,1.0
714,1.0
715,1.0
716,2.0
717,6.0
718,1.0
719,1.0
720,1.0
721,1.0
722,1.0
723,1.0
724,1.0
725,3.0
726,2.0
727,1.0
728,1.0
729,1.0
730,4.0
731,1.0
732,1.0
733,1.0
734,2.0
735,2.0
736,1.0
737,2.0
738,1.0
739,1.0
740,2.0
741,1.0
742,1.0
743,1.0
744,3.0
745,1.0
746,2.0
747,2.0
748,2.0
749,1.0
750,3.0
751,1.0
752,4.0
753,2.0
754,1.0
755,2.0
756,2.0
757,1.0
758,1.0
759,2.0
760,1.0
761,2.0
762,1.0
763,1.0
764,1.0
765,2.0
766,1.0
767,2.0
768,1.0
769,6.0
770,1.0
771,2.0
772,1.0
773,1.0
774,5.0
775,3.0
776,2.0
777,2.0
778,3.0
779,1.0
780,2.0
781,2.0
782,1.0
783,2.0
784,5.0
785,5.0
786,1.0
787,1.0
788,1.0
789,1.0
790,6.0
791,1.0
792,1.0
793,1.0
794,6.0
795,1.0
796,1.0
797,2.0
798,1.0
799,2.0
800,1.0
801,1.0
802,2.0
803,1.0
804,1.0
805,1.0
806,1.0
807,5.0
808,1.0
809,1.0
810,1.0
811,2.0
812,1.0
813,1.0
814,1.0
815,1.0
816,1.0
817,1.0
818,1.0
819,1.0
820,1.0
821,1.0
822,2.0
823,1.0
824,1.0
825,1.0
826,2.0
827,2.0
828,1.0
829,2.0
830,6.0
831,1.0
832,3.0
833,6.0
834,2.0
835,1.0
836,2.0
837,6.0
838,1.0
839,1.0
840,1.0
841,1.0
842,1.0
843,6.0
844,1.0
845,1.0
846,1.0
847,1.0
848,1.0
849,2.0
850,1.0
851,5.0
852,1.0
853,2.0
854,1.0
855,2.0
856,1.0
857,1.0
858,1.0
859,3.0
860,1.0
861,3.0
862,2.0
863,6.0
864,1.0
865,1.0
866,3.0
867,6.0
868,4.0
869,2.0
870,1.0
871,1.0
872,8.0
873,2.0
874,1.0
875,2.0
876,1.0
877,1.0
878,2.0
879,1.0
880,6.0
881,2.0
882,1.0
883,1.0
884,3.0
885,7.0
886,1.0
887,1.0
888,2.0
889,1.0
890,1.0
891,1.0
892,2.0
893,4.0
894,1.0
895,4.0
896,1.0
897,1.0
898,1.0
899,7.0
900,2.0
901,2.0
902,1.0
903,4.0
904,5.0
905,1.0
906,2.0
907,1.0
908,2.0
909,1.0
910,1.0
911,8.0
912,8.0
913,6.0
914,1.0
915,1.0
916,1.0
917,1.0
918,1.0
919,3.0
920,1.0
921,2.0
922,1.0
923,2.0
924,1.0
925,1.0
926,1.0
927,1.0
928,2.0
929,2.0
930,1.0
931,1.0
932,1.0
933,1.0
934,1.0
935,3.0
936,1.0
937,1.0
938,1.0
939,1.0
940,1.0
941,4.0
942,2.0
943,1.0
944,1.0
945,2.0
946,1.0
947,1.0
948,1.0
949,2.0
950,3.0
951,1.0
952,1.0
953,3.0
954,5.0
955,1.0
956,1.0
957,1.0
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,3.0
965,1.0
966,1.0
967,2.0
968,2.0
969,1.0
970,8.0
971,6.0
972,3.0
973,1.0
974,1.0
975,2.0
976,1.0
977,1.0
978,2.0
979,1.0
980,4.0
981,3.0
982,3.0
983,1.0
984,8.0
985,2.0
986,1.0
987,2.0
988,2.0
989,2.0
990,1.0
991,1.0
992,1.0
993,1.0
994,1.0
995,6.0
996,1.0
997,1.0
998,4.0
999,3.0
1000,1.0
1001,1.0
1002,3.0
1003,1.0
1004,1.0
1005,2.0
1006,1.0
1007,1.0
1008,1.0
1009,2.0
1010,2.0
1011,1.0
1012,1.0
1013,1.0
1014,2.0
1015,1.0
1016,1.0
1017,4.0
1018,1.0
1019,1.0
1020,1.0
1021,1.0
1022,1.0
1023,1.0
1024,1.0
1025,2.0
1026,3.0
1027,1.0
1028,1.0
1029,2.0
1030,5.0
1031,2.0
1032,1.0
1033,1.0
1034,1.0
1035,4.0
1036,1.0
1037,1.0
1038,2.0
1039,1.0
1040,3.0
1041,3.0
1042,1.0
1043,1.0
1044,2.0
1045,2.0
1046,1.0
1047,1.0
1048,2.0
1049,2.0
1050,4.0
1051,2.0
1052,1.0
1053,6.0
1054,1.0
1055,1.0
1056,2.0
1057,1.0
1058,2.0
1059,1.0
1060,2.0
1061,1.0
1062,2.0
1063,7.0
1064,1.0
1065,1.0
1066,2.0
1067,1.0
1068,1.0
1069,1.0
1070,1.0
1071,1.0
1072,2.0
1073,1.0
1074,1.0
1075,1.0
1076,3.0
1077,5.0
1078,1.0
1079,1.0
1080,2.0
1081,1.0
1082,1.0
1083,1.0
1084,1.0
1085,3.0
1086,4.0
1087,5.0
1088,1.0
1089,1.0
1090,2.0
1091,1.0
1092,1.0
1093,1.0
1094,1.0
1095,7.0
1096,1.0
1097,2.0
1098,1.0
1099,1.0
1100,1.0
1101,4.0
1102,1.0
1103,6.0
1104,1.0
1105,2.0
1106,1.0
1107,8.0
1108,2.0
1109,2.0
1110,1.0
1111,2.0
1112,2.0
1113,6.0
1114,3.0
1115,1.0
1116,2.0
1117,1.0
1118,1.0
1119,1.0
1120,3.0
1121,1.0
1122,1.0
1123,3.0
1124,3.0
1125,1.0
1126,3.0
1127,2.0
1128,6.0
1129,1.0
1130,1.0
1131,1.0
1132,1.0
1133,5.0
1134,1.0
1135,1.0
1136,6.0
1137,1.0
1138,3.0
1139,1.0
1140,2.0
1141,4.0
1142,3.0
1143,2.0
1144,1.0
1145,3.0
1146,1.0
1147,2.0
1148,3.0
1149,3.0
1150,2.0
1151,1.0
1152,1.0
1153,4.0
1154,1.0
1155,1.0
1156,1.0
1157,2.0
1158,2.0
1159,2.0
1160,1.0
1161,2.0
1162,1.0
1163,1.0
1164,1.0
1165,1.0
1166,1.0
1167,7.0
1168,1.0
1169,2.0
1170,1.0
1171,1.0
1172,2.0
1173,1.0
1174,1.0
1175,1.0
1176,1.0
1177,1.0
1178,2.0
1179,1.0
1180,1.0
1181,1.0
1182,4.0
1183,2.0
1184,1.0
1185,5.0
1186,1.0
1187,1.0
1188,4.0
1189,4.0
1190,1.0
1191,1.0
1192,1.0
1193,2.0
1194,3.0
1195,1.0
1196,1.0
1197,1.0
1198,1.0
1199,1.0
1200,2.0
1201,1.0
1202,5.0
1203,1.0
1204,3.0
1205,3.0
1206,1.0
1207,2.0
1208,5.0
1209,1.0
1210,1.0
1211,1.0
1212,2.0
1213,1.0
1214,3.0
1215,1.0
1216,1.0
1217,1.0
1218,4.0
1219,1.0
1220,2.0
1221,1.0
1222,1.0
1223,1.0
1224,2.0
1225,1.0
1226,1.0
1227,7.0
1228,3.0
1229,1.0
1230,2.0
1231,1.0
1232,1.0
1233,3.0
1234,1.0
1235,1.0
1236,7.0
1237,1.0
1238,2.0
1239,1.0
1240,1.0
1241,1.0
1242,1.0
1243,1.0
1244,2.0
1245,2.0
1246,1.0
1247,3.0
1248,1.0
1249,1.0
1250,1.0
1251,4.0
1252,1.0
1253,3.0
1254,3.0
1255,1.0
1256,1.0
1257,1.0
1258,5.0
1259,3.0
1260,1.0
1261,1.0
1262,2.0
1263,1.0
1264,2.0
1265,2.0
1266,3.0
1267,7.0
1268,1.0
1269,1.0
1270,1.0
1271,3.0
1272,1.0
1273,1.0
1274,4.0
1275,1.0
1276,1.0
1277,1.0
1278,2.0
1279,1.0
1280,1.0
1281,1.0
1282,1.0
1283,4.0
1284,1.0
1285,1.0
1286,3.0
1287,1.0
1288,1.0
1289,1.0
1290,3.0
1291,1.0
1292,1.0
1293,1.0
1294,2.0
1295,1.0
1296,5.0
1297,1.0
1298,1.0
1299,1.0
1300,1.0
1301,1.0
1302,4.0
1303,1.0
1304,1.0
1305,1.0
1306,1.0
1307,1.0
1308,2.0
1309,1.0
1310,7.0
1311,1.0
1312,8.0
1313,1.0
1314,1.0
1315,2.0
1316,1.0
1317,1.0
1318,1.0
1319,1.0
1320,2.0
1321,1.0
1322,2.0
1323,1.0
1324,6.0
1325,1.0
1326,2.0
1327,1.0
1328,1.0
1329,6.0
1330,2.0
1331,2.0
1332,1.0
1333,1.0
1334,1.0
1335,2.0
1336,1.0
1337,1.0
1338,1.0
1339,2.0
1340,1.0
1341,6.0
1342,1.0
1343,6.0
1344,3.0
1345,2.0
1346,6.0
1347,1.0
1348,1.0
1349,2.0
1350,1.0
1351,5.0
1352,3.0
1353,2.0
1354,1.0
1355,1.0
1356,3.0
1357,5.0
1358,2.0
1359,1.0
1360,1.0
1361,2.0
1362,2.0
1363,2.0
1364,1.0
1365,3.0
1366,2.0
1367,1.0
1368,1.0
1369,1.0
1370,1.0
1371,2.0
1372,1.0
1373,2.0
1374,1.0
1375,1.0
1376,8.0
1377,2.0
1378,1.0
1379,1.0
1380,1.0
1381,1.0
1382,1.0
1383,1.0
1384,1.0
1385,1.0
1386,1.0
1387,4.0
1388,4.0
1389,3.0
1390,1.0
1391,1.0
1392,2.0
1393,2.0
1394,6.0
1395,2.0
1396,5.0
1397,1.0
1398,4.0
1399,1.0
1400,6.0
1401,1.0
1402,1.0
1403,2.0
1404,1.0
1405,3.0
1406,1.0
1407,1.0
1408,2.0
1409,6.0
1410,1.0
1411,1.0
1412,1.0
1413,1.0
1414,1.0
1415,8.0
1416,1.0
1417,2.0
1418,4.0
1419,6.0
1420,1.0
1421,2.0
1422,1.0
1423,1.0
1424,3.0
1425,6.0
1426,4.0
1427,1.0
1428,2.0
1429,1.0
1430,1.0
1431,2.0
1432,1.0
1433,1.0
1434,2.0
1435,2.0
1436,1.0
1437,8.0
1438,3.0
1439,2.0
1440,3.0
1441,2.0
1442,1.0
1443,5.0
1444,2.0
1445,2.0
1446,1.0
1447,2.0
1448,1.0
1449,1.0
1450,1.0
1451,2.0
1452,1.0
1453,1.0
1454,1.0
1455,1.0
1456,6.0
1457,2.0
1458,1.0
1459,1.0
1460,1.0
1461,1.0
1462,2.0
1463,4.0
1464,2.0
1465,1.0
1466,1.0
1467,2.0
1468,1.0
1469,2.0
1470,1.0
1471,1.0
1472,1.0
1473,1.0
1474,1.0
1475,2.0
1476,1.0
1477,6.0
1478,1.0
1479,1.0
1480,1.0
1481,1.0
1482,1.0
1483,1.0
1484,1.0
1485,2.0
1486,2.0
1487,1.0
1488,4.0
1489,1.0
1490,4.0
1491,1.0
1492,1.0
1493,7.0
1494,1.0
1495,1.0
1496,2.0
1497,6.0
1498,4.0
1499,1.0
1500,1.0
1501,3.0
1502,1.0
1503,1.0
1504,1.0
1505,2.0
1506,1.0
1507,7.0
1508,6.0
1509,1.0
1510,2.0
1511,2.0
1512,1.0
1513,1.0
1514,2.0
1515,2.0
1516,3.0
1517,1.0
1518,2.0
1519,1.0
1520,3.0
1521,1.0
1522,1.0
1523,1.0
1524,1.0
1525,1.0
1526,2.0
1527,8.0
1528,2.0
1529,6.0
1530,1.0
1531,2.0
1532,4.0
1533,2.0
1534,1.0
1535,4.0
1536,1.0
1537,1.0
1538,2.0
1539,1.0
1540,1.0
1541,1.0
1542,1.0
1543,3.0
1544,5.0
1545,2.0
1546,1.0
1547,1.0
1548,6.0
1549,1.0
1550,3.0
1551,2.0
1552,1.0
1553,5.0
1554,2.0
1555,1.0
1556,1.0
1557,1.0
1558,2.0
1559,2.0
1560,2.0
1561,4.0
1562,4.0
1563,1.0
1564,3.0
1565,8.0
1566,2.0
1567,2.0
1568,4.0
1569,1.0
1570,5.0
1571,3.0
1572,2.0
1573,4.0
1574,1.0
1575,2.0
1576,6.0
1577,1.0
1578,4.0
1579,5.0
1580,1.0
1581,1.0
1582,1.0
1583,2.0
1584,1.0
1585,1.0
1586,1.0
1587,3.0
1588,2.0
1589,1.0
1590,1.0
1591,4.0
1592,1.0
1593,1.0
1594,1.0
1595,4.0
1596,1.0
1597,1.0
1598,1.0
1599,2.0
1600,1.0
1601,1.0
1602,1.0
1603,1.0
1604,1.0
1605,1.0
1606,1.0
1607,2.0
1608,2.0
1609,6.0
1610,6.0
1611,2.0
1612,4.0
1613,1.0
1614,1.0
1615,7.0
1616,1.0
1617,1.0
1618,1.0
1619,1.0
1620,1.0
1621,2.0
1622,1.0
1623,1.0
1624,1.0
1625,4.0
1626,1.0
1627,1.0
1628,2.0
1629,1.0
1630,5.0
1631,1.0
1632,5.0
1633,2.0
1634,1.0
1635,1.0
1636,3.0
1637,8.0
1638,5.0
1639,5.0
1640,1.0
1641,1.0
1642,8.0
1643,1.0
1644,1.0
1645,1.0
1646,6.0
1647,1.0
1648,1.0
1649,4.0
1650,1.0
1651,1.0
1652,1.0
1653,2.0
1654,1.0
1655,1.0
1656,1.0
1657,3.0
1658,2.0
1659,1.0
1660,1.0
1661,2.0
1662,2.0
1663,2.0
1664,1.0
1665,1.0
1666,1.0
1667,1.0
1668,2.0
1669,2.0
1670,1.0
1671,1.0
1672,1.0
1673,1.0
1674,1.0
1675,1.0
1676,1.0
1677,4.0
1678,1.0
1679,2.0
1680,3.0
1681,1.0
1682,1.0
1683,1.0
1684,1.0
1685,1.0
1686,1.0
1687,2.0
1688,1.0
1689,1.0
1690,4.0
1691,6.0
1692,1.0
1693,2.0
1694,1.0
1695,1.0
1696,1.0
1697,1.0
1698,1.0
1699,2.0
1700,1.0
1701,1.0
1702,1.0
1703,1.0
1704,2.0
1705,1.0
1706,1.0
1707,1.0
1708,2.0
1709,3.0
1710,2.0
1711,1.0
1712,4.0
1713,2.0
1714,1.0
1715,1.0
1716,1.0
1717,2.0
1718,2.0
1719,1.0
1720,7.0
1721,1.0
1722,6.0
1723,1.0
1724,1.0
1725,1.0
1726,6.0
1727,2.0
1728,2.0
1729,1.0
1730,6.0
1731,2.0
1732,1.0
1733,1.0
1734,2.0
1735,1.0
1736,5.0
1737,1.0
1738,1.0
1739,1.0
1740,1.0
1741,2.0
1742,1.0
1743,1.0
1744,2.0
1745,1.0
1746,2.0
1747,1.0
1748,6.0
1749,1.0
1750,1.0
1751,6.0
1752,1.0
1753,5.0
1754,1.0
1755,1.0
1756,6.0
1757,2.0
1758,1.0
1759,1.0
1760,1.0
1761,1.0
1762,3.0
1763,1.0
1764,1.0
1765,6.0
1766,2.0
1767,1.0
1768,2.0
1769,2.0
1770,6.0
1771,1.0
1772,1.0
1773,2.0
1774,1.0
1775,1.0
1776,1.0
1777,1.0
1778,2.0
1779,1.0
1780,3.0
1781,1.0
1782,1.0
1783,1.0
1784,3.0
1785,2.0
1786,1.0
1787,1.0
1788,2.0
1789,2.0
1790,3.0
1791,1.0
1792,1.0
1793,1.0
1794,4.0
1795,2.0
1796,3.0
1797,1.0
1798,1.0
1799,1.0
1800,1.0
1801,1.0
1802,1.0
1803,5.0
1804,3.0
1805,5.0
1806,1.0
1807,1.0
1808,1.0
1809,1.0
1810,1.0
1811,1.0
1812,2.0
1813,1.0
1814,3.0
1815,1.0
1816,1.0
1817,1.0
1818,1.0
1819,2.0
1820,3.0
1821,2.0
1822,2.0
1823,1.0
1824,1.0
1825,1.0
1826,1.0
1827,1.0
1828,1.0
1829,1.0
1830,4.0
1831,1.0
1832,2.0
1833,1.0
1834,1.0
1835,2.0
1836,1.0
1837,2.0
1838,4.0
1839,2.0
1840,1.0
1841,1.0
1842,1.0
1843,3.0
1844,1.0
1845,1.0
1846,1.0
1847,2.0
1848,2.0
1849,2.0
1850,1.0
1851,2.0
1852,1.0
1853,8.0
1854,2.0
1855,1.0
1856,1.0
1857,1.0
1858,1.0
1859,1.0
1860,1.0
1861,2.0
1862,2.0
1863,1.0
1864,2.0
1865,1.0
1866,2.0
1867,2.0
1868,1.0
1869,1.0
1870,1.0
1871,5.0
1872,5.0
1873,2.0
1874,1.0
1875,7.0
1876,2.0
1877,1.0
1878,1.0
1879,4.0
1880,1.0
1881,1.0
1882,5.0
1883,7.0
1884,1.0
1885,1.0
1886,1.0
1887,6.0
1888,3.0
1889,1.0
1890,8.0
1891,2.0
1892,1.0
1893,2.0
1894,1.0
1895,4.0
1896,1.0
1897,2.0
1898,3.0
1899,2.0
1900,1.0
1901,1.0
1902,1.0
1903,2.0
1904,2.0
1905,2.0
1906,6.0
1907,1.0
1908,1.0
1909,1.0
1910,1.0
1911,2.0
1912,6.0
1913,1.0
1914,1.0
1915,1.0
1916,2.0
1917,1.0
1918,1.0
1919,1.0
1920,7.0
1921,2.0
1922,1.0
1923,1.0
1924,1.0
1925,1.0
1926,1.0
1927,2.0
1928,4.0
1929,3.0
1930,2.0
1931,4.0
1932,2.0
1933,1.0
1934,1.0
1935,1.0
1936,5.0
1937,1.0
1938,7.0
1939,5.0
1940,2.0
1941,1.0
1942,1.0
1943,1.0
1944,1.0
1945,1.0
1946,1.0
1947,2.0
1948,1.0
1949,1.0
1950,1.0
1951,1.0
1952,1.0
1953,2.0
1954,8.0
1955,4.0
1956,2.0
1957,1.0
1958,1.0
1959,1.0
1960,1.0
1961,1.0
1962,1.0
1963,1.0
1964,2.0
1965,4.0
1966,1.0
1967,1.0
1968,2.0
1969,1.0
1970,1.0
1971,1.0
1972,3.0
1973,1.0
1974,7.0
1975,6.0
1976,3.0
1977,1.0
1978,6.0
1979,2.0
1980,1.0
1981,2.0
1982,6.0
1983,1.0
1984,5.0
1985,1.0
1986,1.0
1987,3.0
1988,2.0
1989,1.0
1990,2.0
1991,1.0
1992,2.0
1993,1.0
1994,1.0
1995,1.0
1996,1.0
1997,1.0
1998,7.0
1999,1.0
2000,1.0
2001,4.0
2002,1.0
2003,1.0
2004,1.0
2005,1.0
2006,1.0
2007,1.0
2008,1.0
2009,1.0
2010,2.0
2011,3.0
2012,1.0
2013,1.0
2014,1.0
2015,1.0
2016,1.0
2017,2.0
2018,2.0
2019,7.0
2020,2.0
2021,1.0
2022,1.0
2023,2.0
2024,2.0
2025,2.0
2026,3.0
2027,2.0
2028,3.0
2029,1.0
2030,3.0
2031,1.0
2032,1.0
2033,1.0
2034,1.0
2035,1.0
2036,1.0
2037,1.0
2038,3.0
2039,2.0
2040,1.0
2041,1.0
2042,1.0
2043,3.0
2044,1.0
2045,1.0
2046,5.0
2047,2.0
2048,2.0
2049,1.0
2050,1.0
2051,1.0
2052,6.0
2053,8.0
2054,1.0
2055,3.0
2056,6.0
2057,1.0
2058,3.0
2059,1.0
2060,2.0
2061,2.0
2062,1.0
2063,1.0
2064,2.0
2065,1.0
2066,1.0
2067,2.0
2068,1.0
2069,1.0
2070,1.0
2071,1.0
2072,2.0
2073,3.0
2074,1.0
2075,1.0
2076,1.0
2077,1.0
2078,1.0
2079,8.0
2080,2.0
2081,1.0
2082,1.0
2083,1.0
2084,1.0
2085,6.0
2086,3.0
2087,2.0
2088,1.0
2089,2.0
2090,2.0
2091,1.0
2092,1.0
2093,1.0
2094,2.0
2095,1.0
2096,1.0
2097,1.0
2098,1.0
2099,1.0
2100,2.0
2101,6.0
2102,6.0
2103,6.0
2104,5.0
2105,2.0
2106,2.0
2107,1.0
2108,2.0
2109,4.0
2110,1.0
2111,6.0
2112,1.0
2113,1.0
2114,1.0
2115,3.0
2116,2.0
2117,1.0
2118,2.0
2119,1.0
2120,1.0
2121,2.0
2122,1.0
2123,2.0
2124,1.0
2125,1.0
2126,1.0
2127,5.0
2128,7.0
2129,2.0
2130,1.0
2131,2.0
2132,2.0
2133,1.0
2134,1.0
2135,1.0
2136,1.0
2137,1.0
2138,1.0
2139,2.0
